Provider,PotentialFraud,Inpatient_NumClaims,Inpatient_NumBeneficiaries,Inpatient_AvgClaimsPerBeneficiary,Inpatient_TotalReimbursed,Inpatient_AvgReimbursed,Inpatient_StdReimbursed,Inpatient_MaxReimbursed,Inpatient_MinReimbursed,Inpatient_TotalDeductible,Inpatient_AvgDeductible,Inpatient_NumUniquePhysicians,Inpatient_UniqueDiagnoses,Inpatient_UniqueProcedures,Inpatient_AvgLOS,Inpatient_TotalLOS,Inpatient_MaxLOS,Inpatient_AvgClaimDuration,Outpatient_NumClaims,Outpatient_NumBeneficiaries,Outpatient_AvgClaimsPerBeneficiary,Outpatient_TotalReimbursed,Outpatient_AvgReimbursed,Outpatient_StdReimbursed,Outpatient_MaxReimbursed,Outpatient_MinReimbursed,Outpatient_TotalDeductible,Outpatient_AvgDeductible,Outpatient_NumUniquePhysicians,Outpatient_UniqueDiagnoses,Outpatient_UniqueProcedures,Outpatient_AvgClaimDuration,Age_mean_Inp,Age_std_Inp,Age_min_Inp,Age_max_Inp,Gender_mean_Inp,ChronicConditionsCount_mean_Inp,ChronicConditionsCount_max_Inp,ChronicConditionsCount_sum_Inp,IsDeceased_sum_Inp,HasRenalDisease_sum_Inp,Age_mean_Out,Age_std_Out,Age_min_Out,Age_max_Out,Gender_mean_Out,ChronicConditionsCount_mean_Out,ChronicConditionsCount_max_Out,ChronicConditionsCount_sum_Out,IsDeceased_sum_Out,HasRenalDisease_sum_Out
PRV52272,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,4210.0,526.25,1126.346020165587,3300.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.354893908282,8.633162038900352,69.33333333333333,91.58658453114305,1.625,16.875,22.0,135.0,0.0,3.0
PRV56687,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.2857142857142858,4120.0,457.77777777777777,1072.2963417099045,3300.0,10.0,110.0,12.222222222222221,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5733515856719,7.296827186601918,58.168377823408626,82.16837782340862,1.7777777777777777,18.666666666666668,22.0,168.0,0.0,1.0
PRV56350,Yes,66.0,57.0,1.1578947368421053,780000.0,11818.181818181818,10795.881110453605,57000.0,0.0,69420.0,1068.0,81.0,292.0,32.0,5.287878787878788,349.0,24.0,5.287878787878788,92.0,69.0,1.3333333333333333,32530.0,353.5869565217391,652.1302059729206,3300.0,0.0,110.0,1.1956521739130435,72.0,171.0,0.0,2.597826086956522,74.91900524754735,12.466535443543354,27.83025325119781,98.91581108829568,1.5909090909090908,17.151515151515152,22.0,1132.0,0.0,9.0,75.52245335237926,13.373732724270086,31.16769336071184,98.91581108829568,1.6304347826086956,17.76086956521739,22.0,1634.0,0.0,21.0
PRV51908,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.0,14270.0,648.6363636363636,1090.405321994425,3300.0,0.0,160.0,7.2727272727272725,6.0,51.0,0.0,3.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.39499719992533,12.386333560294203,37.91649555099247,93.5003422313484,1.7272727272727273,17.90909090909091,22.0,394.0,0.0,3.0
PRV54933,Yes,29.0,23.0,1.2608695652173914,267000.0,9206.896551724138,9853.858237639088,41000.0,0.0,28836.0,1068.0,4.0,153.0,24.0,5.827586206896552,169.0,24.0,5.827586206896552,35.0,32.0,1.09375,6200.0,177.14285714285714,308.9029109661503,1600.0,0.0,130.0,3.7142857142857144,24.0,80.0,0.0,1.2857142857142858,72.44645849559821,14.335462632323269,38.587268993839835,92.08213552361396,1.5517241379310345,16.06896551724138,21.0,466.0,0.0,10.0,72.84623056614844,15.036785563414,35.58658453114305,100.66803559206024,1.5714285714285714,17.34285714285714,22.0,607.0,1.0,7.0
PRV52930,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,61.0,2.081967213114754,39290.0,309.37007874015745,610.4418748658027,3300.0,0.0,300.0,2.3622047244094486,3.0,264.0,0.0,1.3858267716535433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.93993974572481,15.75491283981831,35.501711156741955,100.24914442162903,1.7401574803149606,16.992125984251967,22.0,2158.0,1.0,21.0
PRV53188,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.25,1220.0,122.0,106.9579356569675,400.0,40.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.81738535249829,13.171405855564915,40.75290896646133,86.50239561943874,1.7,17.4,21.0,174.0,0.0,0.0
PRV53121,Yes,48.0,42.0,1.1428571428571428,408000.0,8500.0,8807.636918328684,56000.0,0.0,49128.0,1068.0,34.0,222.0,27.0,4.604166666666667,221.0,35.0,4.604166666666667,531.0,255.0,2.0823529411764707,154270.0,290.52730696798494,560.3860737129476,5200.0,0.0,1600.0,3.0131826741996233,94.0,731.0,1.0,1.5291902071563088,75.85597764088524,11.810431593737253,27.83025325119781,100.0,1.5625,15.541666666666666,21.0,746.0,0.0,10.0,74.42267311685751,13.816839775682974,27.83025325119781,100.91444216290212,1.5706214689265536,17.44632768361582,22.0,9264.0,2.0,107.0
PRV56473,No,7.0,7.0,1.0,63000.0,9000.0,6137.317546507323,16000.0,0.0,7476.0,1068.0,15.0,55.0,5.0,7.857142857142857,55.0,17.0,7.857142857142857,48.0,44.0,1.0909090909090908,8310.0,173.125,273.8236445193737,1600.0,10.0,170.0,3.5416666666666665,58.0,114.0,0.0,0.875,74.27398063948372,13.646404290342373,55.3347022587269,93.83162217659138,1.1428571428571428,15.714285714285714,18.0,110.0,0.0,1.0,75.2262149212868,11.74857024374952,33.58521560574949,95.50171115674196,1.5208333333333333,17.270833333333332,21.0,829.0,1.0,6.0
PRV52493,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,3970.0,248.125,393.29749130482213,1600.0,0.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66735112936345,12.837288809783415,50.6694045174538,100.75290896646133,1.5625,17.0,21.0,272.0,0.0,2.0
PRV56526,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,1.2307692307692308,9020.0,281.875,634.6878201385765,3300.0,0.0,180.0,5.625,3.0,56.0,0.0,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34163244353182,11.897146293529476,36.24914442162902,90.25051334702259,1.65625,17.21875,22.0,551.0,0.0,9.0
PRV54901,No,8.0,8.0,1.0,96000.0,12000.0,14648.2568441241,46000.0,2000.0,7476.0,1068.0,15.0,49.0,5.0,3.75,30.0,10.0,3.75,17.0,17.0,1.0,7960.0,468.2352941176471,806.7003416241192,3300.0,10.0,100.0,5.882352941176471,21.0,35.0,0.0,2.411764705882353,75.57357973990418,11.277172377316775,54.25051334702259,91.08281998631075,1.375,17.125,21.0,137.0,0.0,2.0,75.33921166002335,14.490846380207747,36.668035592060235,91.00068446269678,1.3529411764705883,18.0,22.0,306.0,0.0,4.0
PRV54628,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1540.0,385.0,677.1755065466165,1400.0,10.0,0.0,0.0,4.0,8.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.70978781656399,9.77274601658514,65.66735112936345,88.41889117043121,1.75,17.75,22.0,71.0,0.0,1.0
PRV51761,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,1870.0,170.0,199.39909728983227,600.0,10.0,0.0,0.0,6.0,26.0,0.0,1.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.49299981332835,9.090566065175405,50.001368925393564,77.58521560574948,1.6363636363636365,17.545454545454547,21.0,193.0,0.0,2.0
PRV54098,Yes,9.0,7.0,1.2857142857142858,57080.0,6342.222222222223,4623.207160018297,15000.0,80.0,8544.0,1068.0,9.0,54.0,4.0,5.888888888888889,53.0,13.0,5.888888888888889,247.0,93.0,2.6559139784946235,63320.0,256.3562753036437,487.73627023207064,3300.0,0.0,500.0,2.0242914979757085,43.0,401.0,0.0,1.0809716599190284,75.24100692067837,12.524194344014209,54.502395619438744,97.08145106091717,1.5555555555555556,17.22222222222222,21.0,155.0,0.0,0.0,75.84707939490173,12.796794302840985,26.33538672142368,99.66872005475702,1.6234817813765183,17.813765182186234,22.0,4400.0,6.0,38.0
PRV52626,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,560.0,186.66666666666666,185.8314648635514,400.0,60.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.52498288843258,8.536451478561087,67.8302532511978,83.9151266255989,1.6666666666666667,15.666666666666666,16.0,47.0,0.0,2.0
PRV53001,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,105.0,1.4285714285714286,45460.0,303.06666666666666,567.5047782865586,3300.0,0.0,0.0,0.0,16.0,291.0,0.0,1.5933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24970111795574,11.930059404011612,35.9151266255989,99.75359342915812,1.6666666666666667,17.35333333333333,22.0,2603.0,3.0,20.0
PRV55278,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,33.0,1.3636363636363635,7200.0,160.0,178.44021153010632,700.0,10.0,0.0,0.0,4.0,95.0,0.0,1.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52785763175908,11.207984552519195,37.16632443531827,96.16700889801506,1.5333333333333334,18.22222222222222,22.0,820.0,0.0,6.0
PRV57105,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.3333333333333333,540.0,135.0,178.60571099491753,400.0,10.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.83504449007529,21.0664576405817,42.42026009582478,87.08281998631075,1.75,16.25,19.0,65.0,0.0,0.0
PRV55016,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,86.0,1.697674418604651,38140.0,261.2328767123288,550.7372994274428,3300.0,0.0,510.0,3.493150684931507,55.0,277.0,0.0,0.9178082191780822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.02431249003779,13.057762309855995,29.166324435318277,100.33401779603011,1.643835616438356,17.30821917808219,21.0,2527.0,0.0,34.0
PRV52150,No,31.0,31.0,1.0,368000.0,11870.967741935483,11427.282953481319,57000.0,2000.0,33108.0,1068.0,53.0,164.0,21.0,7.161290322580645,222.0,30.0,7.161290322580645,279.0,257.0,1.0856031128404668,77240.0,276.8458781362007,522.8492236710129,3300.0,0.0,560.0,2.007168458781362,186.0,485.0,0.0,1.874551971326165,73.44902960853149,11.109441701795218,42.91581108829569,94.8309377138946,1.5161290322580645,16.806451612903224,21.0,521.0,1.0,7.0,74.97831062830733,13.734239946661791,27.3347022587269,100.58590006844626,1.5806451612903225,17.7921146953405,22.0,4964.0,1.0,61.0
PRV57408,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,1.1,8650.0,157.27272727272728,311.5757713293209,1800.0,0.0,110.0,2.0,73.0,128.0,2.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.09949598655963,10.883717918289724,44.082135523613964,99.16769336071184,1.5636363636363637,17.4,21.0,957.0,2.0,8.0
PRV57431,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,1.263157894736842,13600.0,566.6666666666666,749.5254537352961,2600.0,0.0,0.0,0.0,17.0,56.0,0.0,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.30276066621035,5.483694307472399,66.50239561943874,89.16632443531827,1.5416666666666667,17.708333333333332,22.0,425.0,0.0,1.0
PRV55791,No,10.0,10.0,1.0,129000.0,12900.0,13584.713631300605,33000.0,2000.0,10680.0,1068.0,6.0,63.0,7.0,5.6,56.0,9.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.65886379192334,16.707555920745413,42.33538672142368,93.5003422313484,1.6,16.9,20.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52261,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,200.0,200.0,0.0,200.0,200.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08145106091717,0.0,73.08145106091717,73.08145106091717,1.0,20.0,20.0,20.0,0.0,0.0
PRV57595,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,24.0,2.3333333333333335,10250.0,183.03571428571428,440.04512017770156,3040.0,0.0,100.0,1.7857142857142858,27.0,133.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.18338711254522,14.67853482253975,49.752224503764545,98.16837782340862,1.875,17.571428571428573,22.0,984.0,0.0,0.0
PRV52133,No,2.0,2.0,1.0,7000.0,3500.0,707.1067811865476,4000.0,3000.0,2136.0,1068.0,4.0,15.0,1.0,1.5,3.0,2.0,1.5,303.0,268.0,1.1305970149253732,98080.0,323.6963696369637,624.5646432484377,3300.0,0.0,1160.0,3.8283828382838285,99.0,481.0,0.0,1.3993399339933994,83.99863107460644,7.308222036904079,78.8309377138946,89.16632443531827,2.0,14.5,17.0,29.0,0.0,0.0,73.73342098070177,14.051869824872332,29.166324435318277,100.82956878850102,1.5742574257425743,17.50825082508251,22.0,5305.0,2.0,51.0
PRV55958,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,1.0714285714285714,8020.0,267.3333333333333,643.374365911981,3300.0,0.0,0.0,0.0,29.0,68.0,0.0,2.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98932238193018,12.511650195343021,39.501711156741955,95.41957563312799,1.4,17.233333333333334,22.0,517.0,0.0,5.0
PRV57690,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.3333333333333333,4480.0,1120.0,1289.5477243333546,2600.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.10540725530458,23.127503288637456,38.587268993839835,94.8309377138946,1.75,16.75,18.0,67.0,0.0,1.0
PRV57219,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,1.2777777777777777,11830.0,257.17391304347825,511.4452856300826,3300.0,0.0,0.0,0.0,30.0,101.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.97732345326311,13.063457390161107,26.6694045174538,95.58658453114305,1.6304347826086956,17.82608695652174,21.0,820.0,0.0,9.0
PRV55356,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,5030.0,186.2962962962963,259.8838223891613,1000.0,0.0,170.0,6.296296296296297,6.0,64.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89618982432124,14.641477633681372,44.75290896646133,97.24845995893224,1.5555555555555556,17.814814814814813,21.0,481.0,1.0,5.0
PRV57041,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,1.2380952380952381,5170.0,198.84615384615384,458.3215196612694,2300.0,10.0,0.0,0.0,6.0,58.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71584267888169,13.01296904834372,34.33538672142368,90.25051334702259,1.5384615384615385,18.423076923076923,22.0,479.0,0.0,0.0
PRV54297,Yes,8.0,7.0,1.1428571428571428,168000.0,21000.0,21718.984454027443,57000.0,5000.0,8544.0,1068.0,7.0,60.0,11.0,6.875,55.0,15.0,6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11601642710473,10.639744484732887,60.99931553730322,94.8309377138946,1.625,17.125,19.0,137.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV54374,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,455.0,1.876923076923077,280020.0,327.89227166276345,933.8450597660535,15000.0,0.0,2270.0,2.65807962529274,31.0,1082.0,2.0,1.5011709601873535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7997169177699,13.963746633418987,26.168377823408623,100.66803559206024,1.5901639344262295,17.46838407494145,22.0,14918.0,9.0,166.0
PRV54181,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,190.0,47.5,41.12987559751022,100.0,0.0,0.0,0.0,3.0,9.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81177275838466,10.923682318172805,65.33333333333333,87.9151266255989,1.25,17.5,19.0,70.0,0.0,0.0
PRV51948,Yes,143.0,130.0,1.1,1410800.0,9865.734265734265,11497.109893391425,69000.0,0.0,148452.0,1068.0,2.0,488.0,67.0,5.5874125874125875,799.0,35.0,5.5874125874125875,372.0,236.0,1.576271186440678,109150.0,293.4139784946237,572.2814893847998,3300.0,0.0,1030.0,2.7688172043010755,21.0,586.0,0.0,1.4327956989247312,75.11714842310326,14.419528378531743,33.752224503764545,100.91444216290212,1.6363636363636365,16.776223776223777,21.0,2399.0,0.0,37.0,76.26844921360387,13.406858816144526,27.3347022587269,100.41889117043121,1.5349462365591398,17.72043010752688,22.0,6592.0,2.0,84.0
PRV53448,No,10.0,10.0,1.0,76200.0,7620.0,5221.706830359421,19000.0,200.0,10680.0,1068.0,15.0,64.0,5.0,6.1,61.0,17.0,6.1,54.0,52.0,1.0384615384615385,16230.0,300.55555555555554,497.34167544894603,2100.0,10.0,140.0,2.5925925925925926,63.0,122.0,0.0,3.0185185185185186,76.01752224503765,7.812877252912176,66.08350444900753,90.33538672142369,1.7,16.4,20.0,164.0,0.0,2.0,71.5377595254392,12.273321376213334,37.08145106091718,99.8302532511978,1.5185185185185186,17.0,22.0,918.0,0.0,14.0
PRV55527,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,170.0,85.0,21.213203435596427,100.0,70.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.37713894592744,6.189241285293339,71.00068446269678,79.75359342915812,2.0,18.5,19.0,37.0,0.0,0.0
PRV54253,No,4.0,4.0,1.0,80000.0,20000.0,20864.643139371765,51000.0,6000.0,4272.0,1068.0,5.0,30.0,2.0,7.0,28.0,12.0,7.0,10.0,9.0,1.1111111111111112,2850.0,285.0,518.7217194433083,1600.0,20.0,0.0,0.0,12.0,27.0,0.0,2.2,58.56194387405886,9.628783233087875,47.501711156741955,70.91581108829568,1.25,17.0,21.0,68.0,0.0,1.0,79.81656399726215,10.901565357600475,66.6694045174538,100.33401779603011,1.7,17.3,21.0,173.0,0.0,1.0
PRV51913,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0,70.0,0.0,70.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.99931553730322,0.0,76.99931553730322,76.99931553730322,2.0,16.0,16.0,16.0,0.0,0.0
PRV53004,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,1.125,4310.0,239.44444444444446,468.1185398168518,2000.0,0.0,0.0,0.0,14.0,37.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.46878089588562,18.642798728803797,37.752224503764545,98.33538672142369,1.6666666666666667,17.833333333333332,22.0,321.0,0.0,3.0
PRV51572,No,1.0,1.0,1.0,5000.0,5000.0,0.0,5000.0,5000.0,1068.0,1068.0,3.0,9.0,1.0,7.0,7.0,7.0,7.0,3.0,3.0,1.0,710.0,236.66666666666666,317.85741037976976,600.0,10.0,0.0,0.0,4.0,7.0,0.0,0.0,66.7542778918549,0.0,66.7542778918549,66.7542778918549,2.0,16.0,16.0,16.0,0.0,1.0,78.6383755418663,19.70289545992025,56.0,91.9151266255989,2.0,17.0,19.0,51.0,0.0,2.0
PRV55226,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,219.0,1.1050228310502284,80690.0,333.4297520661157,667.1063832553405,3300.0,0.0,460.0,1.9008264462809918,198.0,398.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.01084958225148,12.081038832150728,39.9151266255989,100.75290896646133,1.578512396694215,17.376033057851238,22.0,4205.0,1.0,38.0
PRV51146,Yes,162.0,157.0,1.0318471337579618,1618200.0,9988.888888888889,9909.534902687292,57000.0,0.0,170880.0,1068.0,11.0,511.0,74.0,5.049382716049383,818.0,30.0,5.049382716049383,190.0,177.0,1.073446327683616,62710.0,330.05263157894734,655.4085097674409,3300.0,0.0,790.0,4.157894736842105,154.0,313.0,0.0,2.036842105263158,73.62871701270059,12.854359248771912,35.167693360711844,100.82956878850102,1.5308641975308641,16.64814814814815,22.0,2697.0,2.0,31.0,75.31196368745272,12.02302539495977,35.501711156741955,100.0,1.5789473684210527,17.605263157894736,22.0,3345.0,2.0,40.0
PRV57259,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,38.0,1.263157894736842,16450.0,342.7083333333333,655.9019762756242,3300.0,0.0,180.0,3.75,3.0,105.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38421172712754,11.351793691498234,36.167008898015055,96.41889117043121,1.5833333333333333,17.479166666666668,22.0,839.0,0.0,14.0
PRV57030,Yes,16.0,15.0,1.0666666666666667,189000.0,11812.5,11028.561405127446,47000.0,3000.0,17088.0,1068.0,7.0,92.0,12.0,5.375,86.0,26.0,5.375,41.0,38.0,1.0789473684210527,15810.0,385.609756097561,819.8812376816774,3300.0,0.0,100.0,2.4390243902439024,3.0,103.0,0.0,1.3414634146341464,72.86550308008214,13.407898253607208,46.83093771389459,93.75222450376455,1.4375,17.9375,20.0,287.0,0.0,0.0,73.10615849484984,15.267609271000918,28.418891170431213,97.24845995893224,1.7317073170731707,17.341463414634145,22.0,711.0,0.0,7.0
PRV51818,Yes,29.0,27.0,1.0740740740740742,267000.0,9206.896551724138,7603.473409026523,35000.0,0.0,30972.0,1068.0,6.0,163.0,17.0,6.0,174.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04744034553565,13.76111970177397,32.668035592060235,90.7542778918549,1.7241379310344827,16.620689655172413,21.0,482.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56103,Yes,68.0,55.0,1.2363636363636363,677000.0,9955.882352941177,9072.566198093482,57000.0,0.0,69420.0,1068.0,9.0,291.0,46.0,6.367647058823529,433.0,32.0,6.367647058823529,48.0,43.0,1.1162790697674418,14860.0,309.5833333333333,635.4959809817617,3300.0,0.0,0.0,0.0,3.0,120.0,0.0,2.0625,75.06071586745581,13.929507845653504,38.502395619438744,100.16700889801506,1.6029411764705883,16.323529411764707,21.0,1110.0,1.0,18.0,74.27646589094228,14.502125784127214,30.168377823408623,98.25051334702259,1.5625,17.8125,22.0,855.0,0.0,10.0
PRV53443,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,100.0,2.15,81290.0,378.09302325581393,736.7055934992985,3300.0,0.0,180.0,0.8372093023255814,5.0,392.0,0.0,2.158139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.86043964789965,15.484257646977241,26.33538672142368,100.41889117043121,1.5674418604651164,17.069767441860463,22.0,3670.0,0.0,47.0
PRV55577,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,20.0,10.0,14.142135623730951,20.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.875427789185494,23.514083406685305,37.24845995893224,70.50239561943874,1.5,15.5,16.0,31.0,0.0,0.0
